id,group,start,end,name_fr,name_en,wiki_fr,wiki_en,description_en,description_fr,type,background,foreground,border
egypt:pharao-wahkarekhety,egypt-pharaohs,-2120,-2080,Ouahkarê Khéti,Wahkare Khety,https://fr.wikipedia.org/wiki/Ouahkar%C3%AA_Khety,https://en.wikipedia.org/wiki/Wahkare_Khety,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-merykare,egypt-pharaohs,-2080,-2040,Mérykarê,Merykare,https://fr.wikipedia.org/wiki/M%C3%A9rikar%C3%AA_II,https://en.wikipedia.org/wiki/Merykare,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-intefi,egypt-pharaohs,-2134,-2117,Antef Ier,Intef I,https://fr.wikipedia.org/wiki/Antef_Ier,https://en.wikipedia.org/wiki/Intef_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-intefii,egypt-pharaohs,-2117,-2069,Antef II,Intef II,https://fr.wikipedia.org/wiki/Antef_II,https://en.wikipedia.org/wiki/Intef_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-intefiii,egypt-pharaohs,-2069,-2060,Antef III,Intef III,https://fr.wikipedia.org/wiki/Antef_III,https://en.wikipedia.org/wiki/Intef_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-mentuhotepii,egypt-pharaohs,-2060,-2010,Montouhotep II,Mentuhotep II,https://fr.wikipedia.org/wiki/Montouhotep_II,https://en.wikipedia.org/wiki/Mentuhotep_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-mentuhotepiii,egypt-pharaohs,-2010,-1998,Montouhotep III,Mentuhotep III,https://fr.wikipedia.org/wiki/Montouhotep_III,https://en.wikipedia.org/wiki/Mentuhotep_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-mentuhotepiv,egypt-pharaohs,-1997,-1991,Montouhotep IV,Mentuhotep IV,https://fr.wikipedia.org/wiki/Montouhotep_IV,https://en.wikipedia.org/wiki/Mentuhotep_IV,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenemhati,egypt-pharaohs,-1991,-1962,Amenemhat Ier,Amenemhat I,https://fr.wikipedia.org/wiki/Amenemhat_Ier,https://en.wikipedia.org/wiki/Amenemhat_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-senusreti,egypt-pharaohs,-1971,-1926,Sésostris Ier,Senusret I,https://fr.wikipedia.org/wiki/S%C3%A9sostris_Ier,https://en.wikipedia.org/wiki/Senusret_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenemhatii,egypt-pharaohs,-1929,-1895,Amenemhat II,Amenemhat II,https://fr.wikipedia.org/wiki/Amenemhat_II,https://en.wikipedia.org/wiki/Amenemhat_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-senusretii,egypt-pharaohs,-1897,-1878,Sésostris II,Senusret II,https://fr.wikipedia.org/wiki/S%C3%A9sostris_II,https://en.wikipedia.org/wiki/Senusret_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-senusretiii,egypt-pharaohs,-1878,-1860,Sésostris III,Senusret III,https://fr.wikipedia.org/wiki/S%C3%A9sostris_III,https://en.wikipedia.org/wiki/Senusret_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenemhatiii,egypt-pharaohs,-1860,-1815,Amenemhat III,Amenemhat III,https://fr.wikipedia.org/wiki/Amenemhat_III,https://en.wikipedia.org/wiki/Amenemhat_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenemhativ,egypt-pharaohs,-1815,-1807,Amenemhat IV,Amenemhat IV,https://fr.wikipedia.org/wiki/Amenemhat_IV,https://en.wikipedia.org/wiki/Amenemhat_IV,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekneferu,egypt-pharaohs,-1807,-1803,Néférousobek,Sobekneferu,https://fr.wikipedia.org/wiki/N%C3%A9f%C3%A9rousobek,https://en.wikipedia.org/wiki/Sobekneferu,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekhotepi,egypt-pharaohs,-1803,-1800,Khâânkhrê Sobekhotep,Sobekhotep I,https://fr.wikipedia.org/wiki/Sobekhotep_Ier,https://en.wikipedia.org/wiki/Sobekhotep_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sonbef,egypt-pharaohs,-1800,-1796,Sekhemkarê Amenemhat-Senbef,Sekhemkare Amenemhat Senebef,https://fr.wikipedia.org/wiki/Sekhemkar%C3%AA_Amenemhat-Senbef,https://en.wikipedia.org/wiki/Sonbef,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nerikare,egypt-pharaohs,-1796,-1796,Nerkarê,Nerikare,https://fr.wikipedia.org/wiki/Nerkar%C3%AA,https://en.wikipedia.org/wiki/Nerikare,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenemhatv,egypt-pharaohs,-1796,-1793,Amenemhat V,Amenemhat V,https://fr.wikipedia.org/wiki/Amenemhat_V,https://en.wikipedia.org/wiki/Sekhemkare,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenyqemau,egypt-pharaohs,-1795,-1792,Amény-Qémaou,Ameny Qemau,https://fr.wikipedia.org/wiki/Am%C3%A9ny-Q%C3%A9maou,https://en.wikipedia.org/wiki/Ameny_Qemau,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-hotepibre,egypt-pharaohs,-1792,-1790,Hotepibrê,Hotepibre,https://fr.wikipedia.org/wiki/Hotepibr%C3%AA_Q%C3%A9maou-Sa-Hornedjh%C3%A9ritef,https://en.wikipedia.org/wiki/Hotepibre,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-iufni,egypt-pharaohs,-1790,-1788,Ioufeni,Iufni,https://fr.wikipedia.org/wiki/Ioufeni,https://en.wikipedia.org/wiki/Iufni,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenemhatvi,egypt-pharaohs,-1788,-1785,Amenemhat VI,Amenemhat VI,https://fr.wikipedia.org/wiki/Amenemhat_VI,https://en.wikipedia.org/wiki/Amenemhat_VI,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-semenkarenebnuni,egypt-pharaohs,-1785,-1783,Semenkarê Nebnoun,Semenkare Nebnuni,https://fr.wikipedia.org/wiki/Semenkar%C3%AA_Nebnoun,https://en.wikipedia.org/wiki/Semenkare_Nebnuni,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sehetepibre,egypt-pharaohs,-1783,-1781,Sehotepibrê Sousekhtaouy,Sehetepibre,https://fr.wikipedia.org/wiki/Sehotepibr%C3%AA_Sousekhtaouy,https://en.wikipedia.org/wiki/Sehetepibre,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sewadjkarei,egypt-pharaohs,-1781,-1780,Souadjkarê,Sewadjkare I,https://fr.wikipedia.org/wiki/Souadjkar%C3%AA,https://en.wikipedia.org/wiki/Sewadjkare_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nedjemibre,egypt-pharaohs,-1780,-1780,Nedjemibrê,Nedjemibre,https://fr.wikipedia.org/wiki/Nedjemibr%C3%AA,https://en.wikipedia.org/wiki/Nedjemibre,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekhotepii,egypt-pharaohs,-1780,-1777,Sobekhotep II,Sobekhotep II,https://fr.wikipedia.org/wiki/Sobekhotep_II,https://en.wikipedia.org/wiki/Khaankhre_Sobekhotep,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ranisonb,egypt-pharaohs,-1777,-1777,Amenemhat-Renséneb,Renseneb,https://fr.wikipedia.org/wiki/Amenemhat-Rens%C3%A9neb,https://en.wikipedia.org/wiki/Renseneb,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-hor,egypt-pharaohs,-1777,-1775,Aouibrê Hor,Hor,https://fr.wikipedia.org/wiki/Aoutibr%C3%AA_Hor,https://en.wikipedia.org/wiki/Hor_Awibre,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-khendjer,egypt-pharaohs,-1765,-1759,Khendjer,Khendjer,https://fr.wikipedia.org/wiki/Khendjer,https://en.wikipedia.org/wiki/Khendjer,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekhotepiii,egypt-pharaohs,-1755,-1751,Sobekhotep III,Sobekhotep III,https://fr.wikipedia.org/wiki/Sobekhotep_III,https://en.wikipedia.org/wiki/Sobekhotep_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferhotepi,egypt-pharaohs,-1751,-1740,Néferhotep Ier,Neferhotep I,https://fr.wikipedia.org/wiki/N%C3%A9ferhotep_Ier,https://en.wikipedia.org/wiki/Neferhotep_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sihathor,egypt-pharaohs,-1739,-1739,Sahathor,Sihathor,https://fr.wikipedia.org/wiki/Sahathor,https://en.wikipedia.org/wiki/Sihathor,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekhotepiv,egypt-pharaohs,-1740,-1730,Sobekhotep IV,Sobekhotep IV,https://fr.wikipedia.org/wiki/Sobekhotep_IV,https://en.wikipedia.org/wiki/Sobekhotep_IV,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekhotepv,egypt-pharaohs,-1730,-1725,Sobekhotep V,Sobekhotep V,https://fr.wikipedia.org/wiki/Sobekhotep_V,https://en.wikipedia.org/wiki/Merhotepre_Sobekhotep,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekhotepvi,egypt-pharaohs,-1725,-1720,Sobekhotep VI,Sobekhotep VI,https://fr.wikipedia.org/wiki/Sobekhotep_VI,https://en.wikipedia.org/wiki/Sobekhotep_VI,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-wahibreibiau,egypt-pharaohs,-1715,-1705,Ouahibrê Ibiâou,Wahibre Ibiau,https://fr.wikipedia.org/wiki/Ouahibr%C3%AA_Ibi%C3%A2ou,https://en.wikipedia.org/wiki/Wahibre_Ibiau,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-merneferreay,egypt-pharaohs,-1700,-1677,Merneferrê Aÿ,Merneferre Ay,https://fr.wikipedia.org/wiki/Merneferr%C3%AA_A%C3%BF,https://en.wikipedia.org/wiki/Merneferre_Ay,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-merhotepreini,egypt-pharaohs,-1677,-1675,Merhotep Ini,Merhotepre Ini,https://fr.wikipedia.org/wiki/Merhotepr%C3%AA_Ini,https://en.wikipedia.org/wiki/Merhotepre_Ini,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekhotepvii,egypt-pharaohs,-1675,-1672,Sobekhotep VII,Sobekhotep VII,https://fr.wikipedia.org/wiki/Sobekhotep_VII,https://en.wikipedia.org/wiki/Sobekhotep_VII,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-salitis,egypt-pharaohs,-1650,-1635,Salitis,Salitis,https://fr.wikipedia.org/wiki/Salitis,https://en.wikipedia.org/wiki/Salitis,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sakir-har,egypt-pharaohs,-1635,-1625,Sakir-Har,Sakir-Har,https://fr.wikipedia.org/wiki/Sakir-Har,https://en.wikipedia.org/wiki/Sakir-Har,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-khyan,egypt-pharaohs,-1621,-1581,Khyan,Khyan,https://fr.wikipedia.org/wiki/Khyan,https://en.wikipedia.org/wiki/Khyan,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-apepi,egypt-pharaohs,-1581,-1541,Apophis Ier,Apepi,https://fr.wikipedia.org/wiki/Apophis_Ier,https://en.wikipedia.org/wiki/Apepi_(pharaoh),,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-khamudi,egypt-pharaohs,-1541,-1540,Khamoudy,Khamudi,https://fr.wikipedia.org/wiki/Khamoudy,https://en.wikipedia.org/wiki/Khamudi,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekhotepviii,egypt-pharaohs,-1645,-1629,Sobekhotep VIII,Sobekhotep VIII,https://fr.wikipedia.org/wiki/Sobekhotep_VIII,https://en.wikipedia.org/wiki/Sobekhotep_VIII,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferhotepiii,egypt-pharaohs,-1629,-1628,Néferhotep III,Neferhotep III,https://fr.wikipedia.org/wiki/N%C3%A9ferhotep_III,https://en.wikipedia.org/wiki/Neferhotep_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-mentuhotepi,egypt-pharaohs,-1628,-1627,Montouhotep VII,Mentuhotepi,https://fr.wikipedia.org/wiki/Montouhotep_VII,https://en.wikipedia.org/wiki/Mentuhotepi,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nebiriaui,egypt-pharaohs,-1627,-1601,Souadjenrê Nebiryraou,Nebiriau I,https://fr.wikipedia.org/wiki/Souadjenr%C3%AA_Nebiryraou,https://en.wikipedia.org/wiki/Nebiriau_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nebiriauii,egypt-pharaohs,-1601,-1600,Nebiryraou II,Nebiriau II,https://fr.wikipedia.org/wiki/Nebiryraou_II,https://en.wikipedia.org/wiki/Nebiriau_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-dedumosei,egypt-pharaohs,-1595,-1590,Djedhoteprê Dedoumes,Dedumose I,https://fr.wikipedia.org/wiki/Djedhotepr%C3%AA_Dedoumes,https://en.wikipedia.org/wiki/Dedumose_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-dedumoseii,egypt-pharaohs,-1590,-1585,Djedneferrê Dedoumes,Dedumose II,https://fr.wikipedia.org/wiki/Djedneferr%C3%AA_Dedoumes,https://en.wikipedia.org/wiki/Dedumose_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-rahotep,egypt-pharaohs,-1580,-1576,Rahotep,Rahotep,https://fr.wikipedia.org/wiki/Rahotep_(XVIIe_dynastie),https://en.wikipedia.org/wiki/Rahotep,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekemsafi,egypt-pharaohs,-1576,-1573,Sobekemsaf Ier,Sobekemsaf I,https://fr.wikipedia.org/wiki/Sobekemsaf_Ier,https://en.wikipedia.org/wiki/Sobekemsaf_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-sobekemsafii,egypt-pharaohs,-1573,-1570,Sobekemsaf II,Sobekemsaf II,https://fr.wikipedia.org/wiki/Sobekemsaf_II,https://en.wikipedia.org/wiki/Sobekemsaf_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-intefv,egypt-pharaohs,-1570,-1567,Antef V,Intef V,https://fr.wikipedia.org/wiki/Antef_V,https://en.wikipedia.org/wiki/Intef_V,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-intefvi,egypt-pharaohs,-1567,-1564,Antef VI,Intef VI,https://fr.wikipedia.org/wiki/Antef_VI,https://en.wikipedia.org/wiki/Intef_VI,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-intefvii,egypt-pharaohs,-1564,-1562,Antef VII,Intef VII,https://fr.wikipedia.org/wiki/Antef_VII,https://en.wikipedia.org/wiki/Intef_VII,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-senakhtenre,egypt-pharaohs,-1562,-1560,Sénakhtenrê Ahmose,Senakhtenre,https://fr.wikipedia.org/wiki/Senakhtenr%C3%AA_I%C3%A2hmes,https://en.wikipedia.org/wiki/Senakhtenre_Ahmose,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-seqenenretao,egypt-pharaohs,-1560,-1558,Séqénenrê Taâ,Seqenenre Tao,https://fr.wikipedia.org/wiki/S%C3%A9q%C3%A9nenr%C3%AA_Taâ,https://en.wikipedia.org/wiki/Seqenenre_Tao,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-kamose,egypt-pharaohs,-1555,-1550,Ouadjkheperrê Kames,Kamose,https://fr.wikipedia.org/wiki/Ouadjkheperr%C3%AA_Kames,https://en.wikipedia.org/wiki/Kamose,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ahmosei,egypt-pharaohs,-1550,-1525,Ahmôsis Ier,Ahmose I,https://fr.wikipedia.org/wiki/Ahm%C3%B4sis_Ier,https://en.wikipedia.org/wiki/Ahmose_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenhotepi,egypt-pharaohs,-1525,-1504,Aménophis Ier,Amenhotep I,https://fr.wikipedia.org/wiki/Am%C3%A9nophis_Ier,https://en.wikipedia.org/wiki/Amenhotep_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-thutmosei,egypt-pharaohs,-1504,-1492,Thoutmôsis Ier,Thutmose I,https://fr.wikipedia.org/wiki/Thoutm%C3%B4sis_Ier,https://en.wikipedia.org/wiki/Thutmose_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-thutmoseii,egypt-pharaohs,-1492,-1479,Thoutmôsis II,Thutmose II,https://fr.wikipedia.org/wiki/Thoutm%C3%B4sis_II,https://en.wikipedia.org/wiki/Thutmose_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-hatshepsut,egypt-pharaohs,-1479,-1458,Hatchepsout,Hatshepsut,https://fr.wikipedia.org/wiki/Hatchepsout,https://en.wikipedia.org/wiki/Hatshepsut,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-thutmoseiii,egypt-pharaohs,-1479,-1425,Thoutmôsis III,Thutmose III,https://fr.wikipedia.org/wiki/Thoutm%C3%B4sis_III,https://en.wikipedia.org/wiki/Thutmose_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenhotepii,egypt-pharaohs,-1427,-1400,Aménophis II,Amenhotep II,https://fr.wikipedia.org/wiki/Am%C3%A9nophis_II,https://en.wikipedia.org/wiki/Amenhotep_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-thutmoseiv,egypt-pharaohs,-1400,-1390,Thoutmôsis IV,Thutmose IV,https://fr.wikipedia.org/wiki/Thoutm%C3%B4sis_IV,https://en.wikipedia.org/wiki/Thutmose_IV,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenhotepiii,egypt-pharaohs,-1390,-1352,Aménophis III,Amenhotep III,https://fr.wikipedia.org/wiki/Am%C3%A9nophis_III,https://en.wikipedia.org/wiki/Amenhotep_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-akhenaten,egypt-pharaohs,-1352,-1336,Akhénaton,Akhenaten,https://fr.wikipedia.org/wiki/Akh%C3%A9naton,https://en.wikipedia.org/wiki/Akhenaten,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-smenkhkare,egypt-pharaohs,-1338,-1336,Smenkhkarê,Smenkhkare,https://fr.wikipedia.org/wiki/Smenkhkar%C3%AA,https://en.wikipedia.org/wiki/Smenkhkare,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-neferneferuaten,egypt-pharaohs,-1334,-1332,Ânkh-Khéperourê,Neferneferuaten,https://fr.wikipedia.org/wiki/%C3%82nkh-Kh%C3%A9perour%C3%AA,https://en.wikipedia.org/wiki/Neferneferuaten,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-tutankhamun,egypt-pharaohs,-1336,-1327,Toutânkhamon,Tutankhamun,https://fr.wikipedia.org/wiki/Toutânkhamon,https://en.wikipedia.org/wiki/Tutankhamun,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ay,egypt-pharaohs,-1327,-1323,Aï,Ay,https://fr.wikipedia.org/wiki/A%C3%BF,https://en.wikipedia.org/wiki/Ay_(pharaoh),,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-horemheb,egypt-pharaohs,-1323,-1295,Horemheb,Horemheb,https://fr.wikipedia.org/wiki/Horemheb,https://en.wikipedia.org/wiki/Horemheb,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesi,egypt-pharaohs,-1295,-1294,Ramsès Ier,Ramesses I,https://fr.wikipedia.org/wiki/Rams%C3%A8s_Ier,https://en.wikipedia.org/wiki/Ramesses_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-setii,egypt-pharaohs,-1294,-1279,Séthi Ier,Seti I,https://fr.wikipedia.org/wiki/S%C3%A9thi_Ier,https://en.wikipedia.org/wiki/Seti_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesii,egypt-pharaohs,-1279,-1213,Ramsès II,Ramesses II,https://fr.wikipedia.org/wiki/Rams%C3%A8s_II,https://en.wikipedia.org/wiki/Ramesses_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-merneptah,egypt-pharaohs,-1213,-1203,Mérenptah,Merneptah,https://fr.wikipedia.org/wiki/M%C3%A9renptah,https://en.wikipedia.org/wiki/Merneptah,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenmesse,egypt-pharaohs,-1203,-1200,Amenmès,Amenmesse,https://fr.wikipedia.org/wiki/Amenm%C3%A8s,https://en.wikipedia.org/wiki/Amenmesse,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-setiii,egypt-pharaohs,-1200,-1194,Séthi II,Seti II,https://fr.wikipedia.org/wiki/S%C3%A9thi_II,https://en.wikipedia.org/wiki/Seti_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-siptah,egypt-pharaohs,-1194,-1188,Siptah,Siptah,https://fr.wikipedia.org/wiki/Siptah,https://en.wikipedia.org/wiki/Siptah,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-twosret,egypt-pharaohs,-1188,-1186,Taousert,Twosret,https://fr.wikipedia.org/wiki/Taousert,https://en.wikipedia.org/wiki/Twosret,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-setnakht,egypt-pharaohs,-1186,-1183,Sethnakht,Setnakht,https://fr.wikipedia.org/wiki/Sethnakht,https://en.wikipedia.org/wiki/Setnakht,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesiii,egypt-pharaohs,-1186,-1155,Ramsès III,Ramesses III,https://fr.wikipedia.org/wiki/Rams%C3%A8s_III,https://en.wikipedia.org/wiki/Ramesses_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesiv,egypt-pharaohs,-1155,-1149,Ramsès IV,Ramesses IV,https://fr.wikipedia.org/wiki/Rams%C3%A8s_IV,https://en.wikipedia.org/wiki/Ramesses_IV,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesv,egypt-pharaohs,-1149,-1145,Ramsès V,Ramesses V,https://fr.wikipedia.org/wiki/Rams%C3%A8s_V,https://en.wikipedia.org/wiki/Ramesses_V,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesvi,egypt-pharaohs,-1145,-1137,Ramsès VI,Ramesses VI,https://fr.wikipedia.org/wiki/Rams%C3%A8s_VI,https://en.wikipedia.org/wiki/Ramesses_VI,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesvii,egypt-pharaohs,-1137,-1130,Ramsès VII,Ramesses VII,https://fr.wikipedia.org/wiki/Rams%C3%A8s_VII,https://en.wikipedia.org/wiki/Ramesses_VII,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesviii,egypt-pharaohs,-1130,-1129,Ramsès VIII,Ramesses VIII,https://fr.wikipedia.org/wiki/Rams%C3%A8s_VIII,https://en.wikipedia.org/wiki/Ramesses_VIII,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesix,egypt-pharaohs,-1129,-1111,Ramsès IX,Ramesses IX,https://fr.wikipedia.org/wiki/Rams%C3%A8s_IX,https://en.wikipedia.org/wiki/Ramesses_IX,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesx,egypt-pharaohs,-1111,-1107,Ramsès X,Ramesses X,https://fr.wikipedia.org/wiki/Rams%C3%A8s_X,https://en.wikipedia.org/wiki/Ramesses_X,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ramessesxi,egypt-pharaohs,-1107,-1077,Ramsès XI,Ramesses XI,https://fr.wikipedia.org/wiki/Rams%C3%A8s_XI,https://en.wikipedia.org/wiki/Ramesses_XI,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-smendesi,egypt-pharaohs,-1077,-1051,Smendès Ier,Smendes I,https://fr.wikipedia.org/wiki/Smend%C3%A8s_Ier,https://en.wikipedia.org/wiki/Smendes,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenemnisu,egypt-pharaohs,-1051,-1047,Amenemnesout,Amenemnisu,https://fr.wikipedia.org/wiki/Amenemnesout,https://en.wikipedia.org/wiki/Amenemnisu,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-psusennesi,egypt-pharaohs,-1047,-1001,Psousennès Ier,Psusennes I,https://fr.wikipedia.org/wiki/Psousenn%C3%A8s_Ier,https://en.wikipedia.org/wiki/Psusennes_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amenemope,egypt-pharaohs,-1001,-992,Amenemopet,Amenemope,https://fr.wikipedia.org/wiki/Amenemopet_(pharaon),https://en.wikipedia.org/wiki/Amenemope_(pharaoh),,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-osorkontheelder,egypt-pharaohs,-992,-986,Osorkon l'ancien,Osorkon the Elder,https://fr.wikipedia.org/wiki/Osorkon_l%27ancien,https://en.wikipedia.org/wiki/Osorkon_the_Elder,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-siamun,egypt-pharaohs,-986,-967,Siamon,Siamun,https://fr.wikipedia.org/wiki/Siamon,https://en.wikipedia.org/wiki/Siamun,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-psusennesii,egypt-pharaohs,-967,-943,Psousennès II,Psusennes II,https://fr.wikipedia.org/wiki/Psousenn%C3%A8s_II,https://en.wikipedia.org/wiki/Psusennes_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-shoshenqi,egypt-pharaohs,-943,-922,Chéchonq Ier,Shoshenq I,https://fr.wikipedia.org/wiki/Ch%C3%A9chonq_Ier,https://en.wikipedia.org/wiki/Shoshenq_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-osorkoni,egypt-pharaohs,-922,-887,Osorkon Ier,Osorkon I,https://fr.wikipedia.org/wiki/Osorkon_Ier,https://en.wikipedia.org/wiki/Osorkon_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-shoshenqii,egypt-pharaohs,-890,-890,Sheshonq II,Shoshenq II,https://fr.wikipedia.org/wiki/Sheshonq_II,https://en.wikipedia.org/wiki/Shoshenq_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-takeloti,egypt-pharaohs,-885,-872,Takelot Ier,Takelot I,https://fr.wikipedia.org/wiki/Takelot_Ier,https://en.wikipedia.org/wiki/Takelot_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-osorkonii,egypt-pharaohs,-872,-837,Osorkon II,Osorkon II,https://fr.wikipedia.org/wiki/Osorkon_II,https://en.wikipedia.org/wiki/Osorkon_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-shoshenqiii,egypt-pharaohs,-837,-798,Sheshonq III,Shoshenq III,https://fr.wikipedia.org/wiki/Sheshonq_III,https://en.wikipedia.org/wiki/Shoshenq_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-shoshenqiv,egypt-pharaohs,-798,-785,Chéchonq IV,Shoshenq IV,https://fr.wikipedia.org/wiki/Ch%C3%A9chonq_IV,https://en.wikipedia.org/wiki/Shoshenq_IV,,,,oklch(0.7384 0.0772 217.72),,
