id,group,start,end,name_fr,name_en,wiki_fr,wiki_en,description_en,description_fr,type,background,foreground,border
monarchs:england-edward-elder,monarchs-england,899,924,Édouard l'Ancien,Edward the Elder,https://fr.wikipedia.org/wiki/Édouard_l%27Ancien,https://en.wikipedia.org/wiki/Edward_the_Elder,,,,oklch(58% 0.14 25),#fff,
monarchs:england-aelfweard,monarchs-england,924,925,Ælfweard,Ælfweard of Wessex,https://fr.wikipedia.org/wiki/Ælfweard,https://en.wikipedia.org/wiki/Ælfweard_of_Wessex,,,,oklch(58% 0.14 25),#fff,
monarchs:england-athelstan,monarchs-england,924,939,Æthelstan,Æthelstan,https://fr.wikipedia.org/wiki/Æthelstan,https://en.wikipedia.org/wiki/Æthelstan,,,,oklch(58% 0.14 25),#fff,
monarchs:england-edmund-i,monarchs-england,939,946,Edmond Ier,Edmund I,https://fr.wikipedia.org/wiki/Edmond_Ier,https://en.wikipedia.org/wiki/Edmund_I,,,,oklch(58% 0.14 25),#fff,
monarchs:england-eadred,monarchs-england,946,955,Eadred,Eadred,https://fr.wikipedia.org/wiki/Eadred,https://en.wikipedia.org/wiki/Eadred,,,,oklch(58% 0.14 25),#fff,
monarchs:england-eadwig,monarchs-england,955,959,Eadwig,Eadwig,https://fr.wikipedia.org/wiki/Eadwig,https://en.wikipedia.org/wiki/Eadwig,,,,oklch(58% 0.14 25),#fff,
monarchs:england-edgar,monarchs-england,959,975,Edgar le Pacifique,Edgar the Peaceful,https://fr.wikipedia.org/wiki/Edgar_le_Pacifique,"https://en.wikipedia.org/wiki/Edgar,_King_of_England",,,,oklch(58% 0.14 25),#fff,
monarchs:england-edward-martyr,monarchs-england,975,978,Édouard le Martyr,Edward the Martyr,https://fr.wikipedia.org/wiki/Édouard_le_Martyr,https://en.wikipedia.org/wiki/Edward_the_Martyr,,,,oklch(58% 0.14 25),#fff,
monarchs:england-aethelred,monarchs-england,978,1013,Æthelred le Malavisé (1er règne),Æthelred the Unready (1st reign),https://fr.wikipedia.org/wiki/Æthelred_le_Malavisé,https://en.wikipedia.org/wiki/Æthelred_the_Unready,,,,oklch(58% 0.14 25),#fff,
monarchs:england-sweyn,monarchs-england,1013,1014,Sven à la Barbe fourchue,Sweyn Forkbeard,https://fr.wikipedia.org/wiki/Sven_à_la_Barbe_fourchue,https://en.wikipedia.org/wiki/Sweyn_Forkbeard,,,,oklch(50% 0.12 350),#fff,
monarchs:england-aethelred-2,monarchs-england,1014,1016,Æthelred le Malavisé (2e règne),Æthelred the Unready (2nd reign),https://fr.wikipedia.org/wiki/Æthelred_le_Malavisé,https://en.wikipedia.org/wiki/Æthelred_the_Unready,,,,oklch(58% 0.14 25),#fff,
monarchs:england-edmund-ironside,monarchs-england,1016,1017,Edmond Côte-de-Fer,Edmund Ironside,https://fr.wikipedia.org/wiki/Edmond_Côte-de-Fer,https://en.wikipedia.org/wiki/Edmund_Ironside,,,,oklch(58% 0.14 25),#fff,
monarchs:england-cnut,monarchs-england,1016,1035,Cnut le Grand,Cnut,https://fr.wikipedia.org/wiki/Cnut_le_Grand,https://en.wikipedia.org/wiki/Cnut,,,,oklch(50% 0.12 350),#fff,
monarchs:england-harold-harefoot,monarchs-england,1035,1040,Harold Pied-de-Lièvre,Harold Harefoot,https://fr.wikipedia.org/wiki/Harold_Pied-de-Lièvre,https://en.wikipedia.org/wiki/Harold_Harefoot,,,,oklch(50% 0.12 350),#fff,
monarchs:england-harthacnut,monarchs-england,1040,1042,Harthacnut,Harthacnut,https://fr.wikipedia.org/wiki/Harthacnut,https://en.wikipedia.org/wiki/Harthacnut,,,,oklch(50% 0.12 350),#fff,
monarchs:england-edward-confessor,monarchs-england,1042,1066,Édouard le Confesseur,Edward the Confessor,https://fr.wikipedia.org/wiki/Édouard_le_Confesseur,https://en.wikipedia.org/wiki/Edward_the_Confessor,,,,oklch(58% 0.14 25),#fff,
monarchs:england-harold-ii,monarchs-england,1066,1067,Harold II Godwinson,Harold Godwinson,https://fr.wikipedia.org/wiki/Harold_Godwinson,https://en.wikipedia.org/wiki/Harold_Godwinson,,,,oklch(54% 0.13 40),#fff,
monarchs:england-edgar-atheling,monarchs-england,1066,1067,Edgar Atheling,Edgar Ætheling,https://fr.wikipedia.org/wiki/Edgar_Ætheling,https://en.wikipedia.org/wiki/Edgar_Ætheling,,,,oklch(58% 0.14 25),#fff,
monarchs:england-william-i,monarchs-england,1066,1087,Guillaume Ier le Conquérant,William the Conqueror,https://fr.wikipedia.org/wiki/Guillaume_le_Conquérant,https://en.wikipedia.org/wiki/William_the_Conqueror,,,,oklch(50% 0.15 20),#fff,
monarchs:england-william-ii,monarchs-england,1087,1100,Guillaume II le Roux,William II of England,https://fr.wikipedia.org/wiki/Guillaume_le_Roux,https://en.wikipedia.org/wiki/William_II_of_England,,,,oklch(50% 0.15 20),#fff,
monarchs:england-henry-i,monarchs-england,1100,1135,Henri Ier Beauclerc,Henry I of England,https://fr.wikipedia.org/wiki/Henri_Ier_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Henry_I_of_England,,,,oklch(50% 0.15 20),#fff,
monarchs:england-stephen,monarchs-england,1135,1154,Étienne,Stephen of England,https://fr.wikipedia.org/wiki/Étienne_(roi_d%27Angleterre),"https://en.wikipedia.org/wiki/Stephen,_King_of_England",,,,oklch(52% 0.12 45),#fff,
monarchs:england-matilda,monarchs-england,1141,1142,Mathilde l'Emperesse,Empress Matilda,https://fr.wikipedia.org/wiki/Mathilde_l%27Emperesse,https://en.wikipedia.org/wiki/Empress_Matilda,,,,oklch(50% 0.15 20),#fff,
monarchs:england-henry-ii,monarchs-england,1154,1189,Henri II,Henry II of England,https://fr.wikipedia.org/wiki/Henri_II_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Henry_II_of_England,,,,oklch(48% 0.16 15),#fff,
monarchs:england-richard-i,monarchs-england,1189,1199,Richard Ier Cœur de Lion,Richard I of England,https://fr.wikipedia.org/wiki/Richard_Cœur_de_Lion,https://en.wikipedia.org/wiki/Richard_I_of_England,,,,oklch(48% 0.16 15),#fff,
monarchs:england-john,monarchs-england,1199,1216,Jean sans Terre,John of England,https://fr.wikipedia.org/wiki/Jean_sans_Terre,"https://en.wikipedia.org/wiki/John,_King_of_England",,,,oklch(48% 0.16 15),#fff,
monarchs:england-louis-of-france,monarchs-england,1216,1217,Louis (VIII) de France,Louis the Lion (England),https://fr.wikipedia.org/wiki/Louis_VIII_le_Lion,https://en.wikipedia.org/wiki/Louis_VIII_of_France,,,,oklch(48% 0.16 258),#fff,
monarchs:england-henry-iii,monarchs-england,1216,1272,Henri III,Henry III of England,https://fr.wikipedia.org/wiki/Henri_III_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Henry_III_of_England,,,,oklch(48% 0.16 15),#fff,
monarchs:england-edward-i,monarchs-england,1272,1307,Édouard Ier,Edward I of England,https://fr.wikipedia.org/wiki/Édouard_Ier_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Edward_I_of_England,,,,oklch(48% 0.16 15),#fff,
monarchs:england-edward-ii,monarchs-england,1307,1327,Édouard II,Edward II of England,https://fr.wikipedia.org/wiki/Édouard_II,https://en.wikipedia.org/wiki/Edward_II_of_England,,,,oklch(48% 0.16 15),#fff,
monarchs:england-edward-iii,monarchs-england,1327,1377,Édouard III,Edward III of England,https://fr.wikipedia.org/wiki/Édouard_III,https://en.wikipedia.org/wiki/Edward_III_of_England,,,,oklch(48% 0.16 15),#fff,
monarchs:england-richard-ii,monarchs-england,1377,1399,Richard II,Richard II of England,https://fr.wikipedia.org/wiki/Richard_II,https://en.wikipedia.org/wiki/Richard_II_of_England,,,,oklch(48% 0.16 15),#fff,
monarchs:england-henry-iv,monarchs-england,1399,1413,Henri IV,Henry IV of England,https://fr.wikipedia.org/wiki/Henri_IV_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Henry_IV_of_England,,,,oklch(44% 0.14 350),#fff,
monarchs:england-henry-v,monarchs-england,1413,1422,Henri V,Henry V of England,https://fr.wikipedia.org/wiki/Henri_V_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Henry_V_of_England,,,,oklch(44% 0.14 350),#fff,
monarchs:england-henry-vi,monarchs-england,1422,1461,Henri VI (1er règne),Henry VI of England (1st reign),https://fr.wikipedia.org/wiki/Henri_VI_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Henry_VI_of_England,,,,oklch(44% 0.14 350),#fff,
monarchs:england-edward-iv,monarchs-england,1461,1470,Édouard IV (1er règne),Edward IV (1st reign),https://fr.wikipedia.org/wiki/Édouard_IV,https://en.wikipedia.org/wiki/Edward_IV_of_England,,,,oklch(52% 0.1 85),#111,
monarchs:england-henry-vi-2,monarchs-england,1470,1471,Henri VI (2e règne),Henry VI of England (2nd reign),https://fr.wikipedia.org/wiki/Henri_VI_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Henry_VI_of_England,,,,oklch(44% 0.14 350),#fff,
monarchs:england-edward-iv-2,monarchs-england,1471,1483,Édouard IV,Edward IV,https://fr.wikipedia.org/wiki/Édouard_IV,https://en.wikipedia.org/wiki/Edward_IV_of_England,,,,oklch(52% 0.1 85),#111,
monarchs:england-edward-v,monarchs-england,1483,1484,Édouard V,Edward V,https://fr.wikipedia.org/wiki/Édouard_V,https://en.wikipedia.org/wiki/Edward_V,,,,oklch(52% 0.1 85),#111,
monarchs:england-richard-iii,monarchs-england,1483,1485,Richard III,Richard III of England,https://fr.wikipedia.org/wiki/Richard_III,https://en.wikipedia.org/wiki/Richard_III_of_England,,,,oklch(52% 0.1 85),#111,
monarchs:england-henry-vii,monarchs-england,1485,1509,Henri VII,Henry VII of England,https://fr.wikipedia.org/wiki/Henri_VII_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Henry_VII_of_England,,,,oklch(46% 0.18 12),#fff,
monarchs:england-henry-viii,monarchs-england,1509,1547,Henri VIII,Henry VIII,https://fr.wikipedia.org/wiki/Henri_VIII,https://en.wikipedia.org/wiki/Henry_VIII,,,,oklch(46% 0.18 12),#fff,
monarchs:england-edward-vi,monarchs-england,1547,1553,Édouard VI,Edward VI,https://fr.wikipedia.org/wiki/Édouard_VI,https://en.wikipedia.org/wiki/Edward_VI,,,,oklch(46% 0.18 12),#fff,
monarchs:england-jane-grey,monarchs-england,1553,1554,Jeanne Grey,Lady Jane Grey,https://fr.wikipedia.org/wiki/Jeanne_Grey,https://en.wikipedia.org/wiki/Lady_Jane_Grey,,,,oklch(46% 0.18 12),#fff,
monarchs:england-mary-i,monarchs-england,1553,1558,Marie Ire,Mary I of England,https://fr.wikipedia.org/wiki/Marie_Ire_(reine_d%27Angleterre),https://en.wikipedia.org/wiki/Mary_I_of_England,,,,oklch(46% 0.18 12),#fff,
monarchs:england-philip,monarchs-england,1554,1558,Philippe II (jure uxoris),Philip II of Spain (jure uxoris),https://fr.wikipedia.org/wiki/Philippe_II_(roi_d%27Espagne),https://en.wikipedia.org/wiki/Philip_II_of_Spain,,,,oklch(46% 0.18 12),#fff,
monarchs:england-elizabeth-i,monarchs-england,1558,1603,Élisabeth Ire,Elizabeth I,https://fr.wikipedia.org/wiki/Élisabeth_Ire_(reine_d%27Angleterre),https://en.wikipedia.org/wiki/Elizabeth_I,,,,oklch(46% 0.18 12),#fff,
monarchs:england-james-i,monarchs-england,1603,1625,Jacques Ier,James VI and I,https://fr.wikipedia.org/wiki/Jacques_VI_et_Ier,https://en.wikipedia.org/wiki/James_VI_and_I,,,,oklch(45% 0.14 300),#fff,
monarchs:england-charles-i,monarchs-england,1625,1649,Charles Ier,Charles I of England,https://fr.wikipedia.org/wiki/Charles_Ier_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Charles_I_of_England,,,,oklch(45% 0.14 300),#fff,
monarchs:england-charles-ii,monarchs-england,1660,1685,Charles II,Charles II of England,https://fr.wikipedia.org/wiki/Charles_II_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/Charles_II_of_England,,,,oklch(45% 0.14 300),#fff,
monarchs:england-james-ii,monarchs-england,1685,1688,Jacques II,James II of England,https://fr.wikipedia.org/wiki/Jacques_II_(roi_d%27Angleterre),https://en.wikipedia.org/wiki/James_II_of_England,,,,oklch(45% 0.14 300),#fff,
monarchs:england-mary-ii,monarchs-england,1689,1694,Marie II,Mary II of England,https://fr.wikipedia.org/wiki/Marie_II_(reine_d%27Angleterre),https://en.wikipedia.org/wiki/Mary_II_of_England,,,,oklch(45% 0.14 300),#fff,
monarchs:england-william-iii,monarchs-england,1689,1702,Guillaume III d'Orange,William III of England,https://fr.wikipedia.org/wiki/Guillaume_III_d%27Orange-Nassau,https://en.wikipedia.org/wiki/William_III_of_England,,,,oklch(55% 0.16 55),#111,
monarchs:england-anne,monarchs-england,1702,1714,Anne,"Anne, Queen of Great Britain",https://fr.wikipedia.org/wiki/Anne_(reine_de_Grande-Bretagne),"https://en.wikipedia.org/wiki/Anne,_Queen_of_Great_Britain",,,,oklch(45% 0.14 300),#fff,
monarchs:england-george-i,monarchs-england,1714,1727,George Ier,George I of Great Britain,https://fr.wikipedia.org/wiki/George_Ier_(roi_de_Grande-Bretagne),https://en.wikipedia.org/wiki/George_I_of_Great_Britain,,,,oklch(50% 0.12 30),#fff,
monarchs:england-george-ii,monarchs-england,1727,1760,George II,George II of Great Britain,https://fr.wikipedia.org/wiki/George_II_(roi_de_Grande-Bretagne),https://en.wikipedia.org/wiki/George_II_of_Great_Britain,,,,oklch(50% 0.12 30),#fff,
monarchs:england-george-iii,monarchs-england,1760,1820,George III,George III,https://fr.wikipedia.org/wiki/George_III,https://en.wikipedia.org/wiki/George_III,,,,oklch(50% 0.12 30),#fff,
monarchs:england-george-iv,monarchs-england,1820,1830,George IV,George IV,https://fr.wikipedia.org/wiki/George_IV,https://en.wikipedia.org/wiki/George_IV,,,,oklch(50% 0.12 30),#fff,
monarchs:england-william-iv,monarchs-england,1830,1837,Guillaume IV,William IV,https://fr.wikipedia.org/wiki/Guillaume_IV_(roi_du_Royaume-Uni),https://en.wikipedia.org/wiki/William_IV,,,,oklch(50% 0.12 30),#fff,
monarchs:england-victoria,monarchs-england,1837,1901,Victoria,Queen Victoria,https://fr.wikipedia.org/wiki/Victoria_(reine),https://en.wikipedia.org/wiki/Queen_Victoria,,,,oklch(50% 0.12 30),#fff,
monarchs:england-edward-vii,monarchs-england,1901,1910,Édouard VII,Edward VII,https://fr.wikipedia.org/wiki/Édouard_VII,https://en.wikipedia.org/wiki/Edward_VII,,,,oklch(44% 0.13 22),#fff,
monarchs:england-george-v,monarchs-england,1910,1936,George V,George V,https://fr.wikipedia.org/wiki/George_V,https://en.wikipedia.org/wiki/George_V,,,,oklch(40% 0.14 25),#fff,
monarchs:england-edward-viii,monarchs-england,1936,1937,Édouard VIII,Edward VIII,https://fr.wikipedia.org/wiki/Édouard_VIII,https://en.wikipedia.org/wiki/Edward_VIII,,,,oklch(40% 0.14 25),#fff,
monarchs:england-george-vi,monarchs-england,1936,1952,George VI,George VI,https://fr.wikipedia.org/wiki/George_VI,https://en.wikipedia.org/wiki/George_VI,,,,oklch(40% 0.14 25),#fff,
monarchs:england-elizabeth-ii,monarchs-england,1952,2022,Élisabeth II,Elizabeth II,https://fr.wikipedia.org/wiki/Élisabeth_II,https://en.wikipedia.org/wiki/Elizabeth_II,,,,oklch(40% 0.14 25),#fff,
monarchs:england-charles-iii,monarchs-england,2022,0,Charles III,Charles III,https://fr.wikipedia.org/wiki/Charles_III_(roi_du_Royaume-Uni),https://en.wikipedia.org/wiki/Charles_III,,,,oklch(40% 0.14 25),#fff,
